trial,method_key,method,beta,target,runtime,reward,logprob,edit_distance,normalized_edit_distance
9,best_of_k,Best-of-K,25,Linear,11.594085179967806,0.4008922864910774,-754.3458862304688,117.0,0.45703125
10,best_of_k,Best-of-K,25,Linear,11.526707775890827,0.4008922864910774,-721.724609375,117.0,0.45703125
11,best_of_k,Best-of-K,25,Linear,11.396573737030849,0.4008922864910774,-737.5621337890625,117.0,0.45703125
12,best_of_k,Best-of-K,25,Linear,17.255607003113255,0.41039917309637,-595.7529296875,114.0,0.4453125
13,best_of_k,Best-of-K,25,Linear,13.825424015056342,0.4040365236633421,-743.1936645507812,116.0,0.453125
14,best_of_k,Best-of-K,25,Linear,13.534409424988553,0.4008922864910774,-752.5032958984375,117.0,0.45703125
15,best_of_k,Best-of-K,25,Linear,11.550163626903668,0.4008922864910774,-630.1718139648438,117.0,0.45703125
16,best_of_k,Best-of-K,25,Linear,15.345958377001807,0.4008922864910774,-749.9617309570312,117.0,0.45703125
17,best_of_k,Best-of-K,25,Linear,14.113079592119902,0.4008922864910774,-611.766845703125,117.0,0.45703125
18,best_of_k,Best-of-K,25,Linear,12.768020830117166,0.4008922864910774,-633.7877807617188,117.0,0.45703125
19,best_of_k,Best-of-K,25,Linear,13.121285279048607,0.4040365236633421,-733.2529907226562,116.0,0.453125
0,bootstrap_smc,Bootstrap SMC,25,Linear,4.253133802907541,0.4008922874927521,-555.1380004882812,117.0,0.45703125
1,bootstrap_smc,Bootstrap SMC,25,Linear,4.420956411166117,0.3946770131587982,-886.4519653320312,119.0,0.46484375
2,bootstrap_smc,Bootstrap SMC,25,Linear,4.698548812884837,0.3916056156158447,-701.0093383789062,120.0,0.46875
3,bootstrap_smc,Bootstrap SMC,25,Linear,4.402931293006986,0.39777252078056335,-627.3622436523438,118.0,0.4609375
4,bootstrap_smc,Bootstrap SMC,25,Linear,4.407251556171104,0.3916056156158447,-795.34716796875,120.0,0.46875
5,bootstrap_smc,Bootstrap SMC,25,Linear,4.536960856989026,0.3916056156158447,-721.01318359375,120.0,0.46875
6,bootstrap_smc,Bootstrap SMC,25,Linear,4.378871822031215,0.3946770131587982,-713.7013549804688,119.0,0.46484375
7,bootstrap_smc,Bootstrap SMC,25,Linear,4.744941535871476,0.39777252078056335,-829.0079956054688,118.0,0.4609375
8,bootstrap_smc,Bootstrap SMC,25,Linear,4.517789422068745,0.39777252078056335,-697.4486083984375,118.0,0.4609375
9,bootstrap_smc,Bootstrap SMC,25,Linear,4.421721937833354,0.3946770131587982,-599.7343139648438,119.0,0.46484375
10,bootstrap_smc,Bootstrap SMC,25,Linear,4.653164595831186,0.3946770131587982,-809.5443115234375,119.0,0.46484375
11,bootstrap_smc,Bootstrap SMC,25,Linear,4.6588778619188815,0.4040365219116211,-547.4302368164062,116.0,0.453125
12,bootstrap_smc,Bootstrap SMC,25,Linear,4.53382156486623,0.3946770131587982,-752.0296020507812,119.0,0.46484375
13,bootstrap_smc,Bootstrap SMC,25,Linear,4.483310436829925,0.3946770131587982,-749.79638671875,119.0,0.46484375
14,bootstrap_smc,Bootstrap SMC,25,Linear,4.698483508080244,0.3946770131587982,-697.3916625976562,119.0,0.46484375
15,bootstrap_smc,Bootstrap SMC,25,Linear,4.671486000996083,0.4008922874927521,-809.8568115234375,117.0,0.45703125
16,bootstrap_smc,Bootstrap SMC,25,Linear,4.616750992136076,0.4008922874927521,-625.8224487304688,117.0,0.45703125
17,bootstrap_smc,Bootstrap SMC,25,Linear,5.444230374880135,0.3946770131587982,-923.52587890625,119.0,0.46484375
18,bootstrap_smc,Bootstrap SMC,25,Linear,5.594417619053274,0.39777252078056335,-773.9256591796875,118.0,0.4609375
19,bootstrap_smc,Bootstrap SMC,25,Linear,4.962852950906381,0.3946770131587982,-804.5643310546875,119.0,0.46484375
0,exact_guidance_u,Exact Guidance,25,Linear,333.3617744750809,0.3855343441745787,-855.2244262695312,122.0,0.4765625
1,exact_guidance_u,Exact Guidance,25,Linear,344.6311129790265,0.3855343441745787,-963.139892578125,122.0,0.4765625
2,exact_guidance_u,Exact Guidance,25,Linear,261.00227624410763,0.3885581275123641,-701.5810546875,121.0,0.47265625
3,exact_guidance_u,Exact Guidance,25,Linear,286.3993727071211,0.4008922864910774,-835.003173828125,117.0,0.45703125
4,exact_guidance_u,Exact Guidance,25,Linear,215.00849746982567,0.39777251796661167,-655.035400390625,118.0,0.4609375
5,exact_guidance_u,Exact Guidance,25,Linear,222.3676724799443,0.4008922864910774,-660.44140625,117.0,0.45703125
6,exact_guidance_u,Exact Guidance,25,Linear,315.27352773211896,0.3885581275123641,-834.0291748046875,121.0,0.47265625
7,exact_guidance_u,Exact Guidance,25,Linear,216.64388203201815,0.391605626676799,-646.1595458984375,120.0,0.46875
8,exact_guidance_u,Exact Guidance,25,Linear,244.3772534248419,0.39777251796661167,-755.9279174804688,118.0,0.4609375
9,exact_guidance_u,Exact Guidance,25,Linear,236.1424474241212,0.3855343441745787,-748.9500122070312,122.0,0.4765625
10,exact_guidance_u,Exact Guidance,25,Linear,237.3258214239031,0.391605626676799,-748.6650390625,120.0,0.46875
11,exact_guidance_u,Exact Guidance,25,Linear,233.796966166934,0.3946770276734171,-683.9939575195312,119.0,0.46484375
12,exact_guidance_u,Exact Guidance,25,Linear,279.6368988689501,0.39777251796661167,-852.4301147460938,118.0,0.4609375
13,exact_guidance_u,Exact Guidance,25,Linear,219.99737116810866,0.4008922864910774,-630.4149169921875,117.0,0.45703125
14,exact_guidance_u,Exact Guidance,25,Linear,230.89177780901082,0.3946770276734171,-711.6668701171875,119.0,0.46484375
15,exact_guidance_u,Exact Guidance,25,Linear,199.2973467069678,0.4040365236633421,-569.65234375,116.0,0.453125
16,exact_guidance_u,Exact Guidance,25,Linear,238.63955468009226,0.3946770276734171,-686.1777954101562,119.0,0.46484375
17,exact_guidance_u,Exact Guidance,25,Linear,180.42168130609207,0.3885581275123641,-590.7589721679688,121.0,0.47265625
18,exact_guidance_u,Exact Guidance,25,Linear,279.1192246139981,0.39777251796661167,-820.031982421875,118.0,0.4609375
19,exact_guidance_u,Exact Guidance,25,Linear,258.31004044110887,0.3946770276734171,-841.8399047851562,119.0,0.46484375
